Date,OrderID,Platform,SKU,ASIN,Quantity,Rate,Amount,State,City,Pincode,Category,Source
2018-07-05,,Flipkart Store,LEK02,,1,592.37,592.37,,nashik,422102.0,,Historical_historical_data_2018_nov2024
2018-07-05,,Amazon Stores,LYM01,,1,1355.08,1355.08,,HYDERABAD,500044.0,,Historical_historical_data_2018_nov2024
2018-07-05,,Amazon Stores,LNB02,,1,1609.32,1609.32,,SARBHOG,781317.0,,Historical_historical_data_2018_nov2024
2018-07-05,,Flipkart Store,CMSM01,,1,891.96,891.96,,Patna,800001.0,,Historical_historical_data_2018_nov2024
2018-07-05,,Amazon Stores,CMSM03,,1,981.25,981.25,,PIMPRI CHINCHWAD,411033.0,,Historical_historical_data_2018_nov2024
2018-07-05,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,DALHOUSIE,176303.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,ACMN02,,1,951.43,951.43,,UDAIPUR,313001.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,LYM01,,1,1439.83,1439.83,,BENGALURU,560025.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,CMSM03,,1,981.25,981.25,,NEW DELHI,110027.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,"Berhampur, Ganjam",760010.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,KULGAM,192231.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Flipkart Store,13MMID,,1,2372.03,2372.03,,Bengaluru,560103.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Flipkart Store,ACMN03,,1,999.05,999.05,,Hyderabad,500072.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,ACMN01,,1,999.05,999.05,,PUNE,411027.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,"Danapur, Patna",801503.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Flipkart Store,LEK02,,1,592.37,592.37,,Patna,801503.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,LWM01,,1,1100.85,1100.85,,MUMBAI,400049.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Amazon Stores,LBL520,,1,1948.31,1948.31,,chennai,600006.0,,Historical_historical_data_2018_nov2024
2018-07-06,,Flipkart Store,CMSM01,,1,891.96,891.96,,Wayanad District,673592.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,ACMN02,,1,951.43,951.43,,Patna,800020.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,ACMN01,,1,999.05,999.05,,MUMBAI,400051.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,CHENNAI,600118.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,LA1,,1,2231.25,2231.25,,BASSEIN,401202.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,LBL1450B,,1,2541.53,2541.53,,MUNGER,811201.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,LYM01,,1,1439.83,1439.83,,NASIK ROAD,422101.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,CMSM03,,1,981.25,981.25,,SARCARSAMAKULAM,641110.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,LPM01,,1,1185.59,1185.59,,GURGAON,122005.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Flipkart Store,LEK02,,1,592.37,592.37,,FCI Township,759103.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,DHUBRI,783371.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,LNB02,,1,1694.07,1694.07,,KANPUR,208016.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Flipkart Store,ACMN03,,1,999.05,999.05,,Purnia,854302.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,CHIKKAMAGALURU,577101.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Flipkart Store,CMSM01,,1,891.96,891.96,,Nainital,263001.0,,Historical_historical_data_2018_nov2024
2018-07-07,,Amazon Stores,LBL520,,1,1948.31,1948.31,,Mumbai,400054.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,LBL1450B,,1,2541.53,2541.53,,HYDERABAD,500028.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Flipkart Store,CMSM01,,1,891.96,891.96,,Aluva,683511.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,MUMBAI,400076.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,LBL520,,1,1948.31,1948.31,,MUMBAI,400051.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,ACMN02,,1,951.43,951.43,,HYDERABAD,500090.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,ACMN01,,1,999.05,999.05,,MUMBAI,400088.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,SONITPUR,784001.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,LYM01,,1,1439.83,1439.83,,KOPPAL,583231.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Flipkart Store,LEK02,,1,507.63,507.63,,Guntur,522001.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,ACFT15,,1,2231.25,2231.25,,MOHALI,160062.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,LWM01,,1,1100.85,1100.85,,Mumbai,400066.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,LA1,,1,2231.25,2231.25,,HAMIRPUR,177001.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,LPM01,,1,1185.59,1185.59,,Jaipur,302020.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Flipkart Store,13MMID,,1,2372.03,2372.03,,Thiruvananthapuram District,695582.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,CHENNAI,600041.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,NEW DELHI,110096.0,,Historical_historical_data_2018_nov2024
2018-07-08,,Flipkart Store,ACMN03,,1,999.05,999.05,,Bhopal,462011.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Flipkart Store,LEK02,,1,592.37,592.37,,Edathala,683561.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Flipkart Store,CMSM01,,1,891.96,891.96,,madhubani,847234.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,SARAPAKA,507128.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,ACMN02,,1,951.43,951.43,,MUMBAI,400097.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,LPM01,,1,1185.59,1185.59,,HYDERABAD,500072.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,NAZIRPUR,741165.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,LNB02,,1,1694.07,1694.07,,MUMBAI,400101.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,CHTK01,,1,1609.32,1609.32,,THANE,401107.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,LYM01,,1,1439.83,1439.83,,BHUBANESWAR,751030.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,SECUNDERABAD,500009.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,CMSM03,,1,981.25,981.25,,Vidhyavihar,400077.0,,Historical_historical_data_2018_nov2024
2018-07-09,,Amazon Stores,ACMN01,,1,999.05,999.05,,CUTTACK,753007.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Amazon Stores,ACMN01,,1,999.05,999.05,,PUDUCHERRY,605013.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Flipkart Store,13MMID,,1,2372.03,2372.03,,North Goa District,403110.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Flipkart Store,LEK02,,1,592.37,592.37,,Hajira,394270.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Amazon Stores,ACPV3,,1,891.96,891.96,,PANCHGANI,412805.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Amazon Stores,ACMN02,,1,951.43,951.43,,Bangalore,560064.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Amazon Stores,LPM01,,1,1185.59,1185.59,,PIMPRI CHINCHWAD,411033.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Flipkart Store,CMSM01,,1,891.96,891.96,,Chennai,600118.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,NEW DELHI,110002.0,,Historical_historical_data_2018_nov2024
2018-07-10,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,VIJAYAWADA,520013.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,LA1,,1,2231.25,2231.25,,CHANNAPATNA,562160.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,GURUGRAM,122001.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,KARAD,415110.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Flipkart Store,CMSM01,,1,891.96,891.96,,Kottayam District,686611.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,CMSM03,,1,981.25,981.25,,TIRUPATHUR,630204.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,ACMN01,,1,999.05,999.05,,KHAMMAM,507002.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,LYM01,,1,1439.83,1439.83,,BANGALORE,560017.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,BIHARSHARIF,803101.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Flipkart Store,13MMID,,1,2372.03,2372.03,,Siddipet District,506367.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,LBL1450B,,1,2541.53,2541.53,,MUMBAI,400058.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Flipkart Store,ACMN03,,1,999.05,999.05,,Pattambi,679303.0,,Historical_historical_data_2018_nov2024
2018-07-11,,Amazon Stores,ACMN02,,1,951.43,951.43,,VIJAYAWADA,520008.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,SIBSAGAR,785640.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,LYM01,,1,1439.83,1439.83,,Pune,411038.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,CMSM03,,1,981.25,981.25,,thoothukudi,628008.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,ACPV3,,1,802.68,802.68,,BANGALORE,560008.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,CHENNAI,600044.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,LA1,,1,2231.25,2231.25,,ITANAGAR,791113.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,LBL520,,1,1948.31,1948.31,,coimbatore,641001.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,DIGHWARA,800012.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,ACMN02,,1,951.43,951.43,,DONKAMOKAM,782485.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Flipkart Store,LEK02,,1,592.37,592.37,,Sathupally,507303.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Amazon Stores,ACMN01,,1,999.05,999.05,,HYDERABAD,500084.0,,Historical_historical_data_2018_nov2024
2018-07-12,,Flipkart Store,CMSM01,,1,891.96,891.96,,Firozpur,152003.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Flipkart Store,ACMN03,,1,999.05,999.05,,Muvattupuzha,686661.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,LBL520,,1,1694.07,1694.07,,KOLKATA,700091.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Flipkart Store,CMSM01,,1,891.96,891.96,,Howrah,711105.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,LYM01,,1,1439.83,1439.83,,"Seawoods W, Navi Mumbai",400706.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,LA1,,1,2231.25,2231.25,,MUMBAI,400099.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,CMSM03,,1,981.25,981.25,,Chennai,600005.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,ALAPPUZHA,690517.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Flipkart Store,13MMID,,1,2372.03,2372.03,,Hyderabad,500015.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,THRISSUR,680582.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,ACMN02,,1,951.43,951.43,,Kanhangad,671315.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,LPM01,,2,1185.6,2371.19,,PUNE,411048.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Amazon Stores,ACMN01,,1,999.05,999.05,,PUNE,411004.0,,Historical_historical_data_2018_nov2024
2018-07-13,,Flipkart Store,LEK02,,1,592.37,592.37,,Jodhpur,342001.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,HARIPUR,713342.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,LYM01,,1,0.0,0.0,,BHUBANESWAR,751030.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,ACPV3,,1,891.96,891.96,,SURAT,395006.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,LA1,,1,2231.25,2231.25,,PUDUCHERRY,605004.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,LPM01,,1,1100.85,1100.85,,VAPI,396195.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Flipkart Store,CMSM01,,1,891.96,891.96,,Jamshedpur,831005.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,CMSM03,,1,981.25,981.25,,LUCKNOW,226005.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Flipkart Store,13MMID,,1,2372.03,2372.03,,KOPPAL,583234.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Flipkart Store,LEK02,,1,592.37,592.37,,Naihati,743166.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,ACMN02,,1,951.43,951.43,,PUNE,411015.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Flipkart Store,ACMN03,,1,999.05,999.05,,Hyderabad,500049.0,,Historical_historical_data_2018_nov2024
2018-07-14,,Amazon Stores,ACMN01,,1,999.05,999.05,,VISAKHAPATNAM,530007.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,hubli,580021.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,ACMN01,,1,999.05,999.05,,NAGPUR,440034.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,ACPV3,,1,891.96,891.96,,NANJIKOTTAI,613006.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,MUMBAI,400050.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,LPM01,,1,1100.85,1100.85,,MUMBAI,400026.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Flipkart Store,13MMID,,1,2372.03,2372.03,,Nizamabad District,503185.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,LBL1450B,,1,2541.53,2541.53,,PUNASA,450119.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,CHTK01,,1,1609.32,1609.32,,vadodara,390011.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Flipkart Store,LEK02,,1,592.37,592.37,,Harpalpur,471111.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Flipkart Store,CMSM01,,1,891.96,891.96,,Ranchi,834003.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,LYM01,,1,1355.08,1355.08,,bangalore,560075.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,ACMN02,,1,951.43,951.43,,PUNE,411014.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,CMSM03,,1,981.25,981.25,,LUCKNOW,226021.0,,Historical_historical_data_2018_nov2024
2018-07-15,,Amazon Stores,LA1,,1,2231.25,2231.25,,GURGAON,122009.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,ACPV3,,1,891.96,891.96,,BENGALURU,560043.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,CMSM03,,1,981.25,981.25,,JANGIPUR,742213.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,ACFT131,,1,1695.54,1695.54,,CALANGUTE,403516.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,ACFT13,,1,1695.54,1695.54,,GHAZIABAD,201014.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,mumbai kandivali east,400101.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,ACMN01,,1,999.05,999.05,,CHENNAI,600089.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,LRM02,,1,1694.07,1694.07,,ANKLESHWAR,393001.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,LPM01,,1,1185.59,1185.59,,THANE,401104.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,ACMN02,,1,951.43,951.43,,PUNE,411037.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Flipkart Store,CMSM01,,1,891.96,891.96,,Kolkata,700024.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,LNB02,,1,1694.07,1694.07,,TIRUPATI,517501.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Flipkart Store,LEK02,,1,592.37,592.37,,Manesar,122051.0,,Historical_historical_data_2018_nov2024
2018-07-16,,Amazon Stores,LYM01,,1,1439.83,1439.83,,PANIHATI,700115.0,,Historical_historical_data_2018_nov2024
